user_id,department,gpt_app,date,prompt_count,tokens_used,cost_usd
user_1,Sales,gpt_app_12,2025-02-11,3,3153,0.0631
user_1,Sales,gpt_app_3,2025-02-15,2,851,0.017
user_1,Sales,gpt_app_11,2025-02-16,6,2549,0.051
user_1,Sales,gpt_app_11,2025-02-17,4,2056,0.0411
user_1,Sales,gpt_app_19,2025-02-18,1,2224,0.0445
user_1,Sales,gpt_app_8,2025-02-19,3,1501,0.03
user_1,Sales,gpt_app_1,2025-02-21,4,2650,0.053
user_1,Sales,gpt_app_23,2025-02-22,5,2503,0.0501
user_1,Sales,gpt_app_14,2025-02-23,8,2009,0.0402
user_1,Sales,gpt_app_17,2025-02-25,3,2744,0.0549
user_1,Sales,gpt_app_3,2025-02-27,6,1195,0.0239
user_2,Sales,gpt_app_2,2025-01-04,4,1992,0.0398
user_2,Sales,gpt_app_17,2025-01-05,3,1623,0.0325
user_2,Sales,gpt_app_9,2025-01-06,8,2185,0.0437
user_2,Sales,gpt_app_20,2025-01-07,5,1758,0.0352
user_2,Sales,gpt_app_19,2025-01-09,2,1996,0.0399
user_2,Sales,gpt_app_11,2025-01-19,2,2055,0.0411
user_2,Sales,gpt_app_18,2025-01-21,7,2786,0.0557
user_2,Sales,gpt_app_6,2025-01-24,6,1873,0.0375
user_2,Sales,gpt_app_22,2025-01-27,8,915,0.0183
user_2,Sales,gpt_app_2,2025-02-05,1,2943,0.0589
user_2,Sales,gpt_app_1,2025-02-07,7,1624,0.0325
user_2,Sales,gpt_app_21,2025-02-09,10,905,0.0181
user_2,Sales,gpt_app_7,2025-02-13,7,2428,0.0486
user_2,Sales,gpt_app_24,2025-02-16,1,2516,0.0503
user_2,Sales,gpt_app_9,2025-02-19,1,3094,0.0619
user_3,Engineering,gpt_app_7,2025-01-05,2,1118,0.0224
user_3,Engineering,gpt_app_3,2025-01-12,2,2390,0.0478
user_3,Engineering,gpt_app_12,2025-01-21,3,1910,0.0382
user_3,Engineering,gpt_app_8,2025-02-01,5,1823,0.0365
user_3,Engineering,gpt_app_14,2025-02-08,3,3349,0.067
user_4,Ops,gpt_app_11,2025-01-02,6,1335,0.0267
user_4,Ops,gpt_app_5,2025-01-07,3,2223,0.0445
user_4,Ops,gpt_app_11,2025-01-08,3,100,0.002
user_4,Ops,gpt_app_11,2025-01-10,3,1311,0.0262
user_4,Ops,gpt_app_6,2025-01-11,5,1692,0.0338
user_4,Ops,gpt_app_21,2025-01-15,5,2135,0.0427
user_4,Ops,gpt_app_8,2025-01-16,2,2071,0.0414
user_4,Ops,gpt_app_22,2025-01-19,3,2315,0.0463
user_4,Ops,gpt_app_21,2025-01-22,5,1663,0.0333
user_4,Ops,gpt_app_20,2025-01-24,5,2713,0.0543
user_4,Ops,gpt_app_2,2025-01-26,4,2076,0.0415
user_4,Ops,gpt_app_19,2025-02-01,4,3207,0.0641
user_4,Ops,gpt_app_20,2025-02-03,4,2321,0.0464
user_4,Ops,gpt_app_5,2025-02-04,3,2771,0.0554
user_4,Ops,gpt_app_17,2025-02-08,4,2778,0.0556
user_4,Ops,gpt_app_23,2025-02-09,4,3956,0.0791
user_4,Ops,gpt_app_7,2025-02-10,7,2103,0.0421
user_4,Ops,gpt_app_5,2025-02-13,5,2044,0.0409
user_4,Ops,gpt_app_14,2025-02-15,2,2875,0.0575
user_4,Ops,gpt_app_12,2025-02-17,5,3016,0.0603
user_4,Ops,gpt_app_8,2025-02-19,3,1345,0.0269
user_4,Ops,gpt_app_20,2025-02-21,5,1186,0.0237
user_4,Ops,gpt_app_22,2025-02-23,2,2413,0.0483
user_4,Ops,gpt_app_17,2025-02-27,4,4055,0.0811
user_4,Ops,gpt_app_7,2025-02-28,5,1114,0.0223
user_5,Ops,gpt_app_10,2025-01-02,3,2388,0.0478
user_5,Ops,gpt_app_24,2025-01-04,3,1381,0.0276
user_5,Ops,gpt_app_24,2025-01-05,3,1022,0.0204
user_5,Ops,gpt_app_1,2025-01-06,5,2570,0.0514
user_5,Ops,gpt_app_7,2025-01-08,3,664,0.0133
user_5,Ops,gpt_app_1,2025-01-12,4,3411,0.0682
user_5,Ops,gpt_app_10,2025-01-16,5,2091,0.0418
user_5,Ops,gpt_app_12,2025-01-18,4,2120,0.0424
user_5,Ops,gpt_app_8,2025-01-19,5,2156,0.0431
user_5,Ops,gpt_app_2,2025-01-20,5,1217,0.0243
user_5,Ops,gpt_app_6,2025-01-21,6,1873,0.0375
user_5,Ops,gpt_app_18,2025-01-24,3,2645,0.0529
user_5,Ops,gpt_app_22,2025-01-26,3,1219,0.0244
user_5,Ops,gpt_app_10,2025-02-01,1,2842,0.0568
user_5,Ops,gpt_app_6,2025-02-02,2,4048,0.081
user_5,Ops,gpt_app_20,2025-02-05,3,1923,0.0385
user_5,Ops,gpt_app_15,2025-02-08,6,944,0.0189
user_5,Ops,gpt_app_12,2025-02-16,5,1819,0.0364
user_5,Ops,gpt_app_20,2025-02-19,3,1135,0.0227
user_5,Ops,gpt_app_14,2025-02-28,3,2842,0.0568
user_5,Ops,gpt_app_4,2025-03-01,4,2330,0.0466
user_6,HR,gpt_app_4,2025-01-03,2,811,0.0162
user_6,HR,gpt_app_7,2025-01-27,5,1867,0.0373
user_7,Ops,gpt_app_17,2025-01-07,3,2467,0.0493
user_7,Ops,gpt_app_17,2025-01-10,3,1986,0.0397
user_7,Ops,gpt_app_8,2025-01-29,3,2950,0.059
user_7,Ops,gpt_app_23,2025-01-31,3,2334,0.0467
user_7,Ops,gpt_app_18,2025-02-02,5,2320,0.0464
user_7,Ops,gpt_app_13,2025-02-06,7,2140,0.0428
user_7,Ops,gpt_app_18,2025-02-07,3,2326,0.0465
user_7,Ops,gpt_app_12,2025-02-11,7,3252,0.065
user_7,Ops,gpt_app_11,2025-02-18,4,1947,0.0389
user_7,Ops,gpt_app_7,2025-02-23,5,2718,0.0544
user_7,Ops,gpt_app_4,2025-02-26,6,1834,0.0367
user_8,Marketing,gpt_app_15,2025-01-01,5,2299,0.046
user_8,Marketing,gpt_app_2,2025-01-03,2,1394,0.0279
user_8,Marketing,gpt_app_24,2025-01-05,4,1861,0.0372
user_8,Marketing,gpt_app_1,2025-01-08,4,1449,0.029
user_8,Marketing,gpt_app_3,2025-01-10,3,3921,0.0784
user_8,Marketing,gpt_app_4,2025-01-13,3,1981,0.0396
user_8,Marketing,gpt_app_20,2025-01-15,2,2156,0.0431
user_8,Marketing,gpt_app_5,2025-01-18,2,1149,0.023
user_8,Marketing,gpt_app_21,2025-01-21,2,3449,0.069
user_8,Marketing,gpt_app_13,2025-01-27,7,2286,0.0457
user_8,Marketing,gpt_app_19,2025-01-28,2,1174,0.0235
user_8,Marketing,gpt_app_2,2025-02-03,6,1576,0.0315
user_8,Marketing,gpt_app_12,2025-02-04,6,1019,0.0204
user_8,Marketing,gpt_app_12,2025-02-06,8,828,0.0166
user_8,Marketing,gpt_app_19,2025-02-07,5,1499,0.03
user_8,Marketing,gpt_app_14,2025-02-10,3,2316,0.0463
user_8,Marketing,gpt_app_16,2025-02-13,5,1710,0.0342
user_8,Marketing,gpt_app_8,2025-02-15,4,1104,0.0221
user_8,Marketing,gpt_app_17,2025-02-18,2,323,0.0065
user_8,Marketing,gpt_app_0,2025-02-21,4,2203,0.0441
user_8,Marketing,gpt_app_21,2025-02-22,8,1738,0.0348
user_8,Marketing,gpt_app_23,2025-02-23,3,1559,0.0312
user_8,Marketing,gpt_app_3,2025-02-24,5,2111,0.0422
user_9,Ops,gpt_app_17,2025-01-02,4,2515,0.0503
user_9,Ops,gpt_app_24,2025-01-07,4,2158,0.0432
user_9,Ops,gpt_app_8,2025-01-09,4,2359,0.0472
user_9,Ops,gpt_app_24,2025-01-12,8,2951,0.059
user_9,Ops,gpt_app_20,2025-01-16,4,1017,0.0203
user_9,Ops,gpt_app_10,2025-01-17,4,757,0.0151
user_9,Ops,gpt_app_3,2025-01-18,2,1757,0.0351
user_9,Ops,gpt_app_9,2025-01-22,5,1074,0.0215
user_9,Ops,gpt_app_13,2025-01-23,8,773,0.0155
user_9,Ops,gpt_app_5,2025-01-24,1,2607,0.0521
user_9,Ops,gpt_app_14,2025-01-25,4,2224,0.0445
user_9,Ops,gpt_app_0,2025-01-26,3,2776,0.0555
user_9,Ops,gpt_app_23,2025-01-28,4,1506,0.0301
user_9,Ops,gpt_app_23,2025-01-29,3,3477,0.0695
user_9,Ops,gpt_app_8,2025-01-30,6,2177,0.0435
user_9,Ops,gpt_app_16,2025-01-31,7,877,0.0175
user_9,Ops,gpt_app_24,2025-02-03,4,3399,0.068
user_9,Ops,gpt_app_5,2025-02-04,3,3778,0.0756
user_9,Ops,gpt_app_16,2025-02-05,4,1009,0.0202
user_9,Ops,gpt_app_3,2025-02-06,4,3167,0.0633
user_9,Ops,gpt_app_20,2025-02-07,4,651,0.013
user_9,Ops,gpt_app_9,2025-02-08,5,2455,0.0491
user_9,Ops,gpt_app_20,2025-02-09,2,3302,0.066
user_9,Ops,gpt_app_16,2025-02-11,3,2027,0.0405
user_9,Ops,gpt_app_19,2025-02-12,6,1384,0.0277
user_9,Ops,gpt_app_6,2025-02-13,7,2077,0.0415
user_9,Ops,gpt_app_4,2025-02-15,4,1455,0.0291
user_9,Ops,gpt_app_11,2025-02-16,6,1126,0.0225
user_9,Ops,gpt_app_24,2025-02-23,5,1746,0.0349
user_9,Ops,gpt_app_5,2025-02-24,3,531,0.0106
user_9,Ops,gpt_app_17,2025-02-25,8,2406,0.0481
user_9,Ops,gpt_app_24,2025-02-27,7,1860,0.0372
user_9,Ops,gpt_app_16,2025-02-28,6,1395,0.0279
user_10,Engineering,gpt_app_19,2025-01-01,3,1512,0.0302
user_10,Engineering,gpt_app_10,2025-01-02,5,1850,0.037
user_10,Engineering,gpt_app_15,2025-01-06,5,1449,0.029
user_10,Engineering,gpt_app_0,2025-01-08,4,1949,0.039
user_10,Engineering,gpt_app_3,2025-01-09,2,1689,0.0338
user_10,Engineering,gpt_app_11,2025-01-18,4,2136,0.0427
user_10,Engineering,gpt_app_9,2025-01-23,3,2690,0.0538
user_10,Engineering,gpt_app_7,2025-01-24,3,1362,0.0272
user_10,Engineering,gpt_app_1,2025-01-30,4,1045,0.0209
user_10,Engineering,gpt_app_7,2025-02-15,8,1967,0.0393
user_10,Engineering,gpt_app_18,2025-02-17,4,2189,0.0438
user_10,Engineering,gpt_app_2,2025-02-18,2,1636,0.0327
user_10,Engineering,gpt_app_2,2025-02-26,2,2948,0.059
user_10,Engineering,gpt_app_23,2025-02-28,3,2575,0.0515
user_11,Sales,gpt_app_2,2025-01-05,8,1317,0.0263
user_11,Sales,gpt_app_24,2025-02-04,2,2287,0.0457
user_11,Sales,gpt_app_17,2025-02-22,4,3030,0.0606
user_12,Support,gpt_app_4,2025-01-01,8,1114,0.0223
user_12,Support,gpt_app_4,2025-01-02,2,779,0.0156
user_12,Support,gpt_app_21,2025-01-04,4,3010,0.0602
user_12,Support,gpt_app_15,2025-01-11,3,1863,0.0373
user_12,Support,gpt_app_17,2025-01-17,3,1637,0.0327
user_12,Support,gpt_app_5,2025-01-18,9,2917,0.0583
user_12,Support,gpt_app_8,2025-01-19,4,1756,0.0351
user_12,Support,gpt_app_16,2025-01-20,1,2112,0.0422
user_12,Support,gpt_app_19,2025-01-21,6,585,0.0117
user_12,Support,gpt_app_13,2025-01-25,3,3329,0.0666
user_12,Support,gpt_app_6,2025-01-27,4,1634,0.0327
user_12,Support,gpt_app_17,2025-01-29,2,1297,0.0259
user_12,Support,gpt_app_24,2025-01-31,5,1338,0.0268
user_12,Support,gpt_app_23,2025-02-02,3,100,0.002
user_12,Support,gpt_app_22,2025-02-03,2,2707,0.0541
user_12,Support,gpt_app_6,2025-02-08,5,1111,0.0222
user_12,Support,gpt_app_22,2025-02-13,2,2453,0.0491
user_12,Support,gpt_app_9,2025-02-14,5,2343,0.0469
user_12,Support,gpt_app_12,2025-02-15,3,2554,0.0511
user_12,Support,gpt_app_21,2025-02-18,7,2016,0.0403
user_12,Support,gpt_app_20,2025-02-21,3,1417,0.0283
user_12,Support,gpt_app_11,2025-02-22,4,1711,0.0342
user_12,Support,gpt_app_14,2025-02-26,2,2409,0.0482
user_13,Marketing,gpt_app_14,2025-01-03,5,1642,0.0328
user_13,Marketing,gpt_app_3,2025-01-06,6,3024,0.0605
user_13,Marketing,gpt_app_7,2025-01-08,2,2238,0.0448
user_13,Marketing,gpt_app_7,2025-01-09,3,2608,0.0522
user_13,Marketing,gpt_app_2,2025-01-14,6,2949,0.059
user_13,Marketing,gpt_app_10,2025-01-17,6,4071,0.0814
user_13,Marketing,gpt_app_0,2025-01-18,5,1601,0.032
user_13,Marketing,gpt_app_18,2025-01-19,4,2794,0.0559
user_13,Marketing,gpt_app_17,2025-01-20,5,2798,0.056
user_13,Marketing,gpt_app_7,2025-01-24,4,1654,0.0331
user_13,Marketing,gpt_app_18,2025-01-25,4,3100,0.062
user_13,Marketing,gpt_app_7,2025-01-27,2,2810,0.0562
user_13,Marketing,gpt_app_0,2025-01-28,9,1226,0.0245
user_13,Marketing,gpt_app_2,2025-01-29,6,2120,0.0424
user_13,Marketing,gpt_app_22,2025-01-30,1,2265,0.0453
user_13,Marketing,gpt_app_20,2025-01-31,6,2152,0.043
user_13,Marketing,gpt_app_1,2025-02-03,4,2293,0.0459
user_13,Marketing,gpt_app_7,2025-02-04,2,3470,0.0694
user_13,Marketing,gpt_app_2,2025-02-06,4,2342,0.0468
user_13,Marketing,gpt_app_1,2025-02-09,2,2719,0.0544
user_13,Marketing,gpt_app_10,2025-02-11,5,2278,0.0456
user_13,Marketing,gpt_app_2,2025-02-12,4,2930,0.0586
user_13,Marketing,gpt_app_16,2025-02-16,6,3289,0.0658
user_13,Marketing,gpt_app_7,2025-02-19,3,3051,0.061
user_13,Marketing,gpt_app_8,2025-02-27,3,1823,0.0365
user_13,Marketing,gpt_app_21,2025-02-28,3,345,0.0069
user_14,Sales,gpt_app_6,2025-01-02,3,1291,0.0258
user_14,Sales,gpt_app_17,2025-01-03,6,2214,0.0443
user_14,Sales,gpt_app_4,2025-01-04,5,735,0.0147
user_14,Sales,gpt_app_23,2025-01-08,2,2716,0.0543
user_14,Sales,gpt_app_18,2025-01-09,2,1433,0.0287
user_14,Sales,gpt_app_18,2025-01-13,3,2274,0.0455
user_14,Sales,gpt_app_15,2025-01-14,6,2165,0.0433
user_14,Sales,gpt_app_7,2025-01-17,3,2607,0.0521
user_14,Sales,gpt_app_15,2025-01-18,1,642,0.0128
user_14,Sales,gpt_app_13,2025-01-21,3,1483,0.0297
user_14,Sales,gpt_app_6,2025-01-28,8,2634,0.0527
user_14,Sales,gpt_app_3,2025-02-03,4,601,0.012
user_14,Sales,gpt_app_3,2025-02-04,1,3048,0.061
user_14,Sales,gpt_app_21,2025-02-05,2,3116,0.0623
user_14,Sales,gpt_app_13,2025-02-06,4,1978,0.0396
user_14,Sales,gpt_app_11,2025-02-08,2,2224,0.0445
user_14,Sales,gpt_app_13,2025-02-12,1,1121,0.0224
user_14,Sales,gpt_app_13,2025-02-13,5,1710,0.0342
user_14,Sales,gpt_app_14,2025-02-15,7,743,0.0149
user_14,Sales,gpt_app_23,2025-02-17,6,1098,0.022
user_14,Sales,gpt_app_1,2025-02-18,2,990,0.0198
user_14,Sales,gpt_app_21,2025-02-21,3,1307,0.0261
user_15,Ops,gpt_app_20,2025-01-02,6,1710,0.0342
user_15,Ops,gpt_app_3,2025-01-04,6,2224,0.0445
user_15,Ops,gpt_app_1,2025-01-07,3,2192,0.0438
user_15,Ops,gpt_app_12,2025-01-17,3,100,0.002
user_15,Ops,gpt_app_23,2025-01-20,6,3565,0.0713
user_15,Ops,gpt_app_10,2025-01-23,4,1806,0.0361
user_15,Ops,gpt_app_3,2025-01-24,2,1571,0.0314
user_15,Ops,gpt_app_7,2025-01-25,5,2685,0.0537
user_15,Ops,gpt_app_6,2025-01-31,2,687,0.0137
user_15,Ops,gpt_app_6,2025-02-01,2,693,0.0139
user_15,Ops,gpt_app_17,2025-02-04,4,3164,0.0633
user_15,Ops,gpt_app_14,2025-02-06,2,2002,0.04
user_15,Ops,gpt_app_4,2025-02-07,4,2663,0.0533
user_15,Ops,gpt_app_13,2025-02-08,5,1844,0.0369
user_15,Ops,gpt_app_5,2025-02-09,4,3749,0.075
user_15,Ops,gpt_app_8,2025-02-11,6,967,0.0193
user_15,Ops,gpt_app_14,2025-02-13,4,2268,0.0454
user_15,Ops,gpt_app_7,2025-02-14,3,1242,0.0248
user_15,Ops,gpt_app_2,2025-02-16,3,2660,0.0532
user_15,Ops,gpt_app_14,2025-02-17,2,1306,0.0261
user_15,Ops,gpt_app_17,2025-02-18,7,1947,0.0389
user_15,Ops,gpt_app_3,2025-02-19,3,3585,0.0717
user_15,Ops,gpt_app_1,2025-02-20,8,2492,0.0498
user_15,Ops,gpt_app_20,2025-02-21,5,2963,0.0593
user_15,Ops,gpt_app_17,2025-02-22,3,1637,0.0327
user_15,Ops,gpt_app_0,2025-02-25,5,3161,0.0632
user_15,Ops,gpt_app_2,2025-02-27,4,1048,0.021
user_15,Ops,gpt_app_24,2025-03-01,4,3314,0.0663
user_16,Support,gpt_app_7,2025-01-01,3,1817,0.0363
user_16,Support,gpt_app_5,2025-01-03,3,1204,0.0241
user_16,Support,gpt_app_13,2025-01-08,5,1809,0.0362
user_16,Support,gpt_app_15,2025-01-09,1,2153,0.0431
user_16,Support,gpt_app_15,2025-01-10,5,2790,0.0558
user_16,Support,gpt_app_6,2025-01-13,6,918,0.0184
user_16,Support,gpt_app_12,2025-01-14,3,1859,0.0372
user_16,Support,gpt_app_1,2025-01-15,7,3329,0.0666
user_16,Support,gpt_app_5,2025-01-16,2,2271,0.0454
user_16,Support,gpt_app_12,2025-01-19,5,1204,0.0241
user_16,Support,gpt_app_0,2025-01-20,6,1331,0.0266
user_16,Support,gpt_app_12,2025-01-21,5,3671,0.0734
user_16,Support,gpt_app_8,2025-01-22,5,860,0.0172
user_16,Support,gpt_app_14,2025-01-23,7,1786,0.0357
user_16,Support,gpt_app_9,2025-01-29,3,2130,0.0426
user_16,Support,gpt_app_13,2025-01-30,8,2033,0.0407
user_16,Support,gpt_app_22,2025-02-02,4,1994,0.0399
user_16,Support,gpt_app_23,2025-02-03,1,3249,0.065
user_16,Support,gpt_app_17,2025-02-04,4,2705,0.0541
user_16,Support,gpt_app_21,2025-02-06,2,1638,0.0328
user_16,Support,gpt_app_22,2025-02-09,5,1480,0.0296
user_16,Support,gpt_app_15,2025-02-10,7,3057,0.0611
user_16,Support,gpt_app_4,2025-02-12,3,778,0.0156
user_16,Support,gpt_app_6,2025-02-13,1,2026,0.0405
user_16,Support,gpt_app_9,2025-02-14,6,3293,0.0659
user_16,Support,gpt_app_6,2025-02-15,7,2083,0.0417
user_16,Support,gpt_app_1,2025-02-17,3,1707,0.0341
user_16,Support,gpt_app_18,2025-02-18,3,2355,0.0471
user_16,Support,gpt_app_23,2025-02-19,7,2087,0.0417
user_16,Support,gpt_app_17,2025-02-20,2,2842,0.0568
user_16,Support,gpt_app_1,2025-02-21,2,2552,0.051
user_16,Support,gpt_app_23,2025-02-22,4,100,0.002
user_16,Support,gpt_app_10,2025-02-23,1,2543,0.0509
user_16,Support,gpt_app_1,2025-02-26,5,1080,0.0216
user_16,Support,gpt_app_1,2025-02-27,8,3441,0.0688
user_16,Support,gpt_app_18,2025-02-28,4,2306,0.0461
user_16,Support,gpt_app_15,2025-03-01,5,3596,0.0719
user_17,Marketing,gpt_app_16,2025-01-05,4,2796,0.0559
user_17,Marketing,gpt_app_5,2025-01-10,4,2556,0.0511
user_17,Marketing,gpt_app_1,2025-01-11,1,2679,0.0536
user_17,Marketing,gpt_app_16,2025-01-13,5,2154,0.0431
user_17,Marketing,gpt_app_2,2025-01-15,5,3055,0.0611
user_17,Marketing,gpt_app_5,2025-01-16,3,1616,0.0323
user_17,Marketing,gpt_app_2,2025-01-17,6,1309,0.0262
user_17,Marketing,gpt_app_19,2025-01-20,2,579,0.0116
user_17,Marketing,gpt_app_2,2025-01-21,5,2326,0.0465
user_17,Marketing,gpt_app_21,2025-01-22,5,1875,0.0375
user_17,Marketing,gpt_app_7,2025-01-27,3,1561,0.0312
user_17,Marketing,gpt_app_12,2025-01-28,4,937,0.0187
user_17,Marketing,gpt_app_3,2025-01-30,5,2061,0.0412
user_17,Marketing,gpt_app_18,2025-01-31,3,1262,0.0252
user_17,Marketing,gpt_app_7,2025-02-03,2,1196,0.0239
user_17,Marketing,gpt_app_18,2025-02-05,3,960,0.0192
user_17,Marketing,gpt_app_19,2025-02-06,6,2663,0.0533
user_17,Marketing,gpt_app_1,2025-02-07,5,1828,0.0366
user_17,Marketing,gpt_app_19,2025-02-08,4,2221,0.0444
user_17,Marketing,gpt_app_2,2025-02-09,4,1691,0.0338
user_17,Marketing,gpt_app_13,2025-02-12,1,2336,0.0467
user_17,Marketing,gpt_app_21,2025-02-13,4,1650,0.033
user_17,Marketing,gpt_app_18,2025-02-15,5,714,0.0143
user_17,Marketing,gpt_app_18,2025-02-16,4,1372,0.0274
user_17,Marketing,gpt_app_16,2025-02-17,2,1447,0.0289
user_17,Marketing,gpt_app_10,2025-02-18,4,2399,0.048
user_17,Marketing,gpt_app_8,2025-02-20,5,2377,0.0475
user_17,Marketing,gpt_app_6,2025-02-21,5,2648,0.053
user_17,Marketing,gpt_app_21,2025-02-24,4,1784,0.0357
user_17,Marketing,gpt_app_22,2025-02-25,3,1560,0.0312
user_17,Marketing,gpt_app_10,2025-02-26,1,2687,0.0537
user_17,Marketing,gpt_app_7,2025-02-27,2,2634,0.0527
user_17,Marketing,gpt_app_8,2025-02-28,5,1986,0.0397
user_17,Marketing,gpt_app_12,2025-03-01,2,2632,0.0526
user_18,Finance,gpt_app_21,2025-01-01,4,2263,0.0453
user_18,Finance,gpt_app_20,2025-01-02,7,2566,0.0513
user_18,Finance,gpt_app_9,2025-01-04,4,2007,0.0401
user_18,Finance,gpt_app_14,2025-01-10,4,1170,0.0234
user_18,Finance,gpt_app_10,2025-01-11,2,2595,0.0519
user_18,Finance,gpt_app_24,2025-01-15,2,1432,0.0286
user_18,Finance,gpt_app_2,2025-01-16,4,993,0.0199
user_18,Finance,gpt_app_0,2025-01-17,3,2090,0.0418
user_18,Finance,gpt_app_14,2025-01-19,5,2356,0.0471
user_18,Finance,gpt_app_19,2025-01-21,4,1259,0.0252
user_18,Finance,gpt_app_18,2025-01-22,3,2204,0.0441
user_18,Finance,gpt_app_3,2025-01-23,4,1963,0.0393
user_18,Finance,gpt_app_2,2025-01-27,1,1388,0.0278
user_18,Finance,gpt_app_17,2025-02-03,5,1359,0.0272
user_18,Finance,gpt_app_6,2025-02-04,4,1949,0.039
user_18,Finance,gpt_app_16,2025-02-06,3,1514,0.0303
user_18,Finance,gpt_app_8,2025-02-07,6,2169,0.0434
user_18,Finance,gpt_app_4,2025-02-08,2,1516,0.0303
user_18,Finance,gpt_app_11,2025-02-12,4,235,0.0047
user_18,Finance,gpt_app_2,2025-02-16,7,2859,0.0572
user_18,Finance,gpt_app_7,2025-02-18,7,3220,0.0644
user_18,Finance,gpt_app_11,2025-02-22,4,1128,0.0226
user_18,Finance,gpt_app_9,2025-02-23,4,1372,0.0274
user_18,Finance,gpt_app_5,2025-02-24,6,1126,0.0225
user_18,Finance,gpt_app_14,2025-02-27,3,2712,0.0542
user_18,Finance,gpt_app_17,2025-02-28,7,2208,0.0442
user_18,Finance,gpt_app_22,2025-03-01,2,1568,0.0314
user_19,HR,gpt_app_19,2025-01-12,3,2605,0.0521
user_19,HR,gpt_app_20,2025-01-16,3,2489,0.0498
user_19,HR,gpt_app_16,2025-01-23,4,2309,0.0462
user_19,HR,gpt_app_0,2025-02-09,7,2872,0.0574
user_19,HR,gpt_app_21,2025-02-15,5,2323,0.0465
user_19,HR,gpt_app_17,2025-02-17,5,1182,0.0236
user_19,HR,gpt_app_9,2025-02-18,9,2193,0.0439
user_19,HR,gpt_app_21,2025-02-24,1,1079,0.0216
user_19,HR,gpt_app_3,2025-02-26,8,1283,0.0257
user_19,HR,gpt_app_4,2025-03-01,6,2796,0.0559
user_20,HR,gpt_app_3,2025-01-03,2,1472,0.0294
user_20,HR,gpt_app_3,2025-01-06,2,1436,0.0287
user_20,HR,gpt_app_23,2025-01-15,2,3095,0.0619
user_20,HR,gpt_app_17,2025-01-16,3,1089,0.0218
user_20,HR,gpt_app_4,2025-01-19,2,2458,0.0492
user_20,HR,gpt_app_8,2025-01-21,3,571,0.0114
user_20,HR,gpt_app_9,2025-01-25,4,1051,0.021
user_20,HR,gpt_app_19,2025-02-06,6,142,0.0028
